id,text,labels
73170,@USER @USER Gail has dropped far if she is going after actors like Rob to deal with the frustration of being a has-been...,1
96177,@USER @USER @USER @USER @USER You just said publicly aligns with neo Nazis. I asked which and you can’t answer got it. Source for your “ambush tactics” please. By your definitions I’m not sure you know what a paramilitary is. Do you classify Antifa as paramilitary?,0
23197,@USER @USER confession. i was pregnant with your child after our second makeout. he is 7 years old tomorrow.,0
89012,@USER @USER Cube has shown in the past that he is not in control of this. The investors on the board run the show. And they are super cheap.,1
52729,@USER @USER I still can't believe that you are 51 years old and yes your mom gave you some great genes,0
75100,@USER The GOP has blood on their hands. GUN CONTROL!!!,1
63699,@USER @USER @USER Do it with quran and then we will see how much atheist and brave she is... hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it...  Go live in your 2 minutes Prime Time covered life ... Lord krishna and his followers don't care,1
91405,@USER @USER @USER @USER @USER @USER @USER Did I say that 🤔 no  typical liberals,0
22481,@USER Gun control kills 3 more people.,1
24905,@USER  Mr. Woods....Please help if you will.  @USER has published an ANTIFA target list on his Twitter Account with names of high profile and other Trump supporters. I have reported this to Twitter. They have NOT suspended his account.,0
79622,@USER @USER @USER @USER @USER @USER Dear Lord. Do you have a CLUE what the Black Panthers stood for? The @USER STILL stands for SENSIBLE Gun control Laws.  We have LAWS already in place to prevent people who should NEVER own firearms from EVER obtaining them. NOW? Talk to your LEO about ENFORCING them. GUNS arent,0
10987,"@USER @USER Well, see, if I start talking at Dana about sensible gun control laws and she ignores me (or calls me a tragedy dry-humping whore"" as she did @USER then we aren't having a conversation. I'm just talking into the void.""",1
65036,@USER He is 💪💪💪,0
48697,@USER Hey genius Hitler was dead two years before Trump was born.,0
50561,@USER @USER @USER Mickie is 39 now? She is on her way out.,0
70402,"@USER @USER @USER @USER Families being separated at the border. In fact, the picture of children in cages that Liberals were using to show how evil"" Trump is was actually taken while OBAMA was President""",0
46107,.@USER @USER @USER @USER @USER @USER @USER  We did a great job of electing @USER and a terrible job of who we sent to congress to support him   Conservatives left frustrated as Congress passes big spending bills URL,0
81081,@USER @USER @USER She took a polygraph to prove something to her husband. I think they were in counseling because she is frigid with her husband and he wants to know why. So she made up a cockamamy story as a coverup for her current lesbian affair.,0
44275,@USER @USER @USER @USER He is an awesome dog. Almost worth the trip,0
49307,"@USER @USER If the conservatives"" aren't standing up against Dumpster's unconstitutional and illegal activities, then they are just as complicit as he, and henceforth, supporting the tangerine toddler's policies and actions. FFS, be Americans before party loyalists. Or else we all lose.""",0
71464,"@USER Anyway she is a man and a mother"" it's about time she gave it to an actual female. Congratulations to Naomi! She has class &amp; skills!""",0
22493,@USER I have backtraced your IP and have sent you information to AntiFa.,0
71133,@USER You are welcome. 👍,0
10036,@USER Chris You are just stiring the pot and it is a political dig. How about Texas how were things handled there. PR was a totally different situation.  How did you help?,0
70721,"@USER You act like that won't be fun for both of us.""  She contemplates getting down, he's been gone for a few minutes and she's just standing on a chair like a weirdo.   Just as she is about to get down she sees him walk through the door.   ""Technically I only thought about it.""""",0
86961,@USER Also he supports antifa,0
99630,@USER @USER #Westminster @USER #Tories @USER @USER @USER @USER Absolutely pathetic #appeasement 😠😠😠,1
57188,@USER you are amazing,0
88011,@USER Drill baby drill,0
20339,"@USER @USER @USER But what makes you think they are liberals?  There is nothing liberal about any of that.  These people spent the '90s insulting liberals, publicly humiliating black activists, and openly attacking the New Deal.  Where is the liberal"" part?  They passed GOP policies!""",1
16936,&gt;Literally runs through the wall. There was now a hole.  Master! You are okay? URL,0
16162,@USER If you want to #MAGA:  1. Stop Intellectual Property theft by China. 2. Pivot away from China and give business to other Asia countries. 3. Ask US business to move to other countries 4. Tax reciprocally 5. Make Xi look weak!  Demolish South China Sea. Xi is a crook!  @USER,1
33811,@USER @USER @USER Wasn't the organizer of the rally that killed someone it was someone that showed up just like the people that show up to antifa and black lives matter rallies cause violence and rioting everywhere they go,0
85083,@USER You 100% believe AB would be the player he is today without Big Ben?,0
93493,@USER I would Starfleet Antifa was here to witness.  RIP,0
71447,@USER @USER @USER @USER @USER @USER Deserved better,0
73969,@USER @USER @USER you are very creative :),0
32699,@USER @USER OMG!!! She is perfect!!!!!,0
59585,@USER Lmao good one ! Now listen up Sparky your wife is a disease she is a bought and paid for evil  soulless  propaganda arm for child murderers and Russian agents. So stick with your cutsie  tweets but I'd prepare for a long prison sentence if i were you.,1
60672,*goes to song suffragettes*  Waitress: “there’s a $15 minimum food and drinks charge” Me to waitress : “who do you think you are?”,0
43876,@USER Bullshit! My daughters and I watched the tennis match and sarrena got what she deserved. We are big Williams  fans. No one is above the game.,1
79562,@USER BE GONE THOT (no offence intended she is probably a very nice lady🙂),0
82666,@USER He is telling you he knows where his bum is. Writes “ass” with his bottom. What more proof of higher intelligence do you need?,1
92076,@USER Like ANTIFA.,0
27937,#british politics on #brexit (and in general) start to look like one gigantic benny hill episode  #may #BorisJohnson #brexiteers #corbyn #chequers #conservatives  all my sympathies to #fbpe #PeoplesVote,0
36876,@USER She does not remember? Of course she doesn’t! She is making it up as she goes and with the “ help” of her therapist and all the others that believes her BS story. Maybe if she gets hypnotized she will miraculously remember “ more details” #Freakingliars liberals obstructionist🤬,0
95600,@USER @USER trump may not be the one who started this mess but he can stop it. If he doesn't he is part of the problem.,1
39296,@USER Brilliant journalistic commentary here,0
58457,@USER @USER @USER 'Think she is one of the Demoncrats.  Hard to imagine that a sane (or living) person would vote for her.,0
42031,@USER Hate mongering is No solution for NFL KNEELERS - change up your playbook losers,1
63236,@USER Been a Willie fan since before most of you were born....LOVE that he is holding a rally with Beto.... Exactly WHICH fans are furious?  Could you give some specifics? URL,0
70012,@USER You are NO CHRISTIAN,0
38109,@USER what the fuck do you gain from posting on your private instead of your public,0
32147,"Kavanaugh Accuser Christine Blasey Ford May Testify Before Senate Judiciary Committee""  URL #TCOT #MAGA #RedNationRising""",0
51015,Bias Blockers: The New Glasses Made for #MAGA Racists and Homophobes — WATCH URL URL,1
34873,IN HONOR OF #ConstitutionDay  I PURCHASED A #TRUMP t-SHIRT AND A #MAGA HAT  #TRUMPTRAIN #LIBERTY #FREEDOM #AMERICA #USA #LIBERTY URL,0
13698,@USER That or she is an awfully good transvestite,1
99111,@USER @USER Omg!!! A good guy is now evil!!!! Same thing happening is America!!! The Globalist world leaders with all their money would have us believe what is evil is good and what is good is evil!! I’ve read that in the good book!!  For the end time!!!!,1
67606,*waits for a buncha braindead rednecks to burn the Levi's that they're wearing and get hauled off to the ER en masse* URL,1
19847,@USER Hope they bankrupt soon,1
13105,@USER vs Antifa. I know who my money’s on. But seriously this is such a stupid thing to do. URL,1
36866,@USER This is not conservative. What has happened to our party ? Lost the plot. @USER,0
25616,@USER @USER @USER @USER @USER @USER This is why we follow each other -such peace in my Twitter Avenue is amazing URL,0
92081,"@USER @USER :  When we lead, sheeple follow"" URL",0
55298,@USER @USER @USER Lol #liberalfool just MAGA,0
74843,Americans are smarter than you think.  #MAGA  #VoteRed2018 #RedWaveRising2018 #SaveOurCountry #VoteDemsOut URL,0
68660,@USER Breitbart must be hacked! Your headline says it all.,1
15262,@USER Awww kaise bache ki tarah  she is holding his finger😭😍🤗,0
30113,@USER @USER He's NO POPE!!,0
12082,@USER Well you are picking the wrong ones,0
75420,@USER @USER @USER I don‘t know why they can see she is lying they should leave him alone . They need to write an article now when they wanted to write 1 10 months ago . Just so you know @USER you make no money with Melissa .,0
94562,@USER @USER This has already been rejected as you well know. This is another time wasting exercise @USER,0
38696,@USER 2018-09-14 23:57  Congratulations! You are on no blocklists that we can find by scraping publicly available blocktogether lists  Please check my follows for people incorrectly blocked - URL,0
86012,"#guns #2A A Second Amendment Zone"" is Ridiculous. So Are Concealed Carry Laws – Daily Utah Chronicle: The latest installment of the nation’s endless debate on gun control recently surfaced on the University of Utah campus. A g URL URL",0
13269,@USER You are phinnaly there!,0
39051,@USER Bring out his Antifa criminal son to campaign for him,0
74666,@USER Let’s not forget the treatment of Sarah Palin by these same California liberals. And now they say Kavanaugh ‘s accuser is being bullied?,0
65470,@USER @USER @USER I don't think you have a clue what leadership and liberals have the temperament of 2 year old children being told no....you have the intellectual brilliance of a goat.. please stop tweeting. TDS  is making look quite the fool..,0
55600,@USER @USER @USER Stop talkin about urself,0
69238,@USER @USER @USER The holy spirit is given when you are saved,0
58203,@USER @USER You are so correct the Democratic party for slavery and pro-nazi gun control,1
40933,@USER @USER Wait you don't know who she is? Oh boy,0
13566,Democrat can't even compete w @USER #MAGA URL,1
11903,@USER Lol. My 6 year old is home today ad well and was in tears as she is receiving her star of the week Award and will miss out.,0
25384,@USER Djt &amp; Gop- MAGA. Only for old scared white men again. Making women property again.,1
86962,@USER @USER She is just spewing sh*t Bernie's robot what a lie they will say &amp; do anything and what she is going to do for district 14 not a da*n thing Socialism don't work that way they suck all up.,1
60680,@USER @USER Maybe he is a Baker by day.....and sleep at night cuz have to wake up early to open the bakery.....,0
46159,"@USER Ya  Obama on trade  2-YEARS AGO:  Trump is just NOT TELLING THE TRUTH""  ""How STUPID could our leaders be"" Trump  God bless Trump! #MAGA #KAG .. (Full Link+Trump's ANSWER URL",1
25847,@USER He won't live long now,0
67949,@USER You are probably the best politician I’ve heard in a long while...wish you were in Illinois!,0
36435,@USER Amazing how Dems don’t feel they owe it to unborn generations to keep ILLEGALS out!!,1
74497,@USER @USER @USER @USER I think you made those liberals upset,0
41737,@USER According the gore hurricane hazel in 1955 was Trumps fault and all the typhoons cyclones and hurricanes are all Trumps fault   And Trump colluded   with God to defeat Hillary.   All true!,1
97762,Ain’t missing shit 🤫🤑,1
27807,@USER Do you support our POTUS? (Please help by retweeting and following after voting!)  Follow Follow Follow 😘 #maga #kag #trump,0
48299,@USER @USER @USER Sensible gun control can only help. Mentally unstable people should not have guns. People with restraining orders should not have guns. No one needs a gun with a magazine more than 5-6 rounds (unless the zombie apocalypse happens).,1
46162,@USER The war on the right = Antifa,0
74427,"@USER @USER 1 of 2) Support Chief's comments. I'd recommend reading excellent true crime book, In Plain Sight:The Kaufman County Prosecutor Murders"" - by Kathryn Casey. Victims were all armed (DA, very heavily) and prepared to ""protect themselves."" Not about gun control, but...""",0
18220,"@USER primary argument against #Kavanaugh is that he is too Constitutional""  The democrats started a civil war during Clinton  They heightened their propaganda during Obama  They are scared animals backed into a corner  Antifa, BLM &amp; MS13 are their Sturmabteilung""",1
43158,5 of 5 stars to You Are a Badass by Jen Sincero URL,0
22303,@USER @USER Good Morning! I just followed you back! Let's give these crazy Liberals Hell!,1
32140,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You rock brother. I am proud of my Antifa badge of honor I earned last year!,0
49942,@USER BS.  People died in PR because the local government is corrupt.,1
20253,@USER you are a sorry excuse of a rep - I hope that your district votes accordingly-you need to go!  Your nose is so brown it will never be clean! URL,1
44787,@USER @USER She is the bomb!!,0
96773,@USER But he is still fucked up for not respecting LGBTQ,1
22144,@USER @USER Even her brother thinks she is a monster: URL,1
44143,@USER Cause they're assholes,1
77613,@USER @USER I love Danielle because she is such a caring and genuine person! Her smile and positive energy brings out the best in everyone. You can always count on her to bring some sunshine into any rainy day ❣️☺️,0
49225,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Of course.  Thanks for making my point.  ANTIFA has no clue what fascism is.,0
33064,@USER @USER @USER We've had a good conversation. Many will condemnations me for my part from both sides. It does not matter. This is what gun control is about. Discussion.,0
26430,@USER And dying a slow death such a shame,1
29507,@USER @USER he is on the island dummy,0
84508,@USER Manafort has been on K street for a long time. He knows things. Deep dark things. I agree. He is gonna burn some folk. Mueller already knows who he wants. Manafort is gonna give them up.,1
41272,"#conservatives everywhere in my small red town, kids need to be spanked and put #God first. They need to know consequences!"". Also them, ""#BrettKavanuagh shouldn't be held responsible for something he did at 17!! #Hypocrites @USER how do sleep at night?""",1
99942,@USER @USER Choosing heartless politician over your ancestors country.  Speaks volumes as to who you are.,1
11725,@USER @USER I hear he is having an MEI on his knee due to the pressure exerted.  Lol,0
29297,@USER Another overdose nigga:(,1
71603,@USER The liberals are really displaying hate &amp; their message of division. Republicans really need to take advantage of this by welcoming the disgusted democrats that had enough with their party &amp; want a solid policy &amp; no more insults.,1
42849,#SesameStreet’s #Bert and #Ernie came out of the #closet today. Spox says they’re a loving #couple. #Conservatives incensed. Rush out to buy Bert and Ernie dolls to burn along with their newly purchased #Nike fashions. #Gay #lgbtq #lgbtqtwitter #bluewave URL URL,0
45574,"@USER @USER @USER Just another BLM brat blocking a highway, ANTIFA thug swinging a bike lock. Here comes just another screamer from the gallery - except this childish scoundrel screamed he RAPED me!"", sat down in the middle of the room, stuck her thumb in her mouth, and whined ""prove me wrong!""""",1
36039,@USER Gotta give him credit where its due he may not be a mason but he is out there competing his ass off,1
68143,@USER Get that boy a pie! Stat!,0
64009,@USER @USER Stop Collins. There is someone who will support woman. @USER  Dr Cat London. She is opposing Collins and we can end the BS. All she needs to do is clean out her desk and go home.,0
66944,@USER @USER She's an absolute queen. @USER thank you for being the strong and emotionally passionate woman you are!,0
91845,@USER Don’t care. Let them (NFL) die on the field kneeling,1
10712,@USER @USER He is revolting.,0
29417,@USER GOOD!,0
98466,@USER God bless my uncle has cancer too but she is in a better place now,0
66701,"@USER The touch makes him stiffen, hips pressing into that touch... I'm not a fair maiden to win and carry home, Barnes. I /bite/."" And yet, he is merely holding on, no longer unaccustomed to such man handling...""",0
75221,@USER @USER @USER He is an incredible leader and a true hero. Thank you Chef. @USER,0
52438,"@USER @USER all out war"" with @USER is hilariously insubstantial😂😂""",0
70810,@USER Bono ..get out of town,0
90586,@USER NEITHER DOES ANTIFA OR BLACK LIVES MATTER OR ANY OTHER SOROS FUNDED GROUPS,1
96270,@USER @USER @USER @USER Antifa = Democrats = Dixiecrats = KKK URL URL,0
43956,@USER she is and tea is she used to be in the program oop,0
37239,@USER u never talk to me shut up[,1
29016,@USER I still can't read an analog clock like I can but it takes me like a fucking minute to process it and I can't just glance at one like a digital click,1
36448,@USER Oh no! Hope you are okay.,0
68365,@USER Agreed. Bring your dollar bills!,0
10827,@USER I fucking loved that cat I am so sad,0
37604,@USER yea shit sucks thats why i stopped watching anime mostly,1
59556,@USER @USER Whoever put this together thank you !!!!  I loved watching and the little circle on 18 made it so much better.  You are really awesome Jude Thaddeus Wolfe!  So fun to watch.  Proud of you Boochi!,0
71446,"5/5: @USER The time is right for this House to respond to the concerns of all Canadians. Four out of five Canadians support stronger gun control and with good reason.” #guncontrol #cdnpoli #cdnhist""",0
66163,@USER #Liberals are muck rakers. They have NO platform to run on. NONE! Culling vulnerable people from the late decades... of the last century... of the previous millennium... shows how desperate they are to be heard. Now they’re loitering around high schools looking for rumors. Sad!,1
37610,@USER You go girl! God bless you and all the survivors and for getting young people out there to vote for common sense gun control,0
89384,@USER @USER I SHITTED/SHAT YTD AND LOST 0.6KG CAN U BELIEVE IT,1
66524,@USER @USER Y’all are the best,0
63308,"1) This argument that 'boyhood' does not deserve scrutiny only seems to apply to white boys &amp; men of high socioeconomic status. Kavanaugh should be judged for who he is today, influential political voices, mostly conservatives, argue, not what he supposedly did in high school.""""",0
99157,@USER @USER @USER Would have been far cheaper to relocate jobless/homeless to bulgaria where property is super cheap &amp; many speak English. You prefer the expensive brexity way. You're governing. I wouldn't do it that way. Ref was non-binding call for opinion. Disregard it. Was 50/50 near enough.,0
97915,@USER Consider the source. It's only Bono.,0
56532,@USER Shid I'm right with ya,0
81548,@USER @USER Oh @USER The Dem candidates do have clearly stated policy proposals. One involves rational gun control. When elected they won’t vacillate like Trump. You and @USER are done deceiving America.,1
90778,@USER Interesting that the GOP and even liberals are placing the burden on the accuser. This isn't a trial but an examination of whether Judge Kavanaugh reaches a high enough standard to shape U.S. law for several decades. The burden is on him.,0
17263,@USER Speed test on computer wired and see what speeds do you have,0
27295,@USER Kamala Harris speaks to those she disagrees with in a condescending fashion that I find gutter like! I want to snatch her bald headed routinely! She is so full of herself and is very unbecoming! 😠😡🤬😤,0
95720,@USER @USER found out the name but I forgot.,1
41706,@USER @USER Bitch shut up....cyberpunk was announced way back in 2012 and just now getting revealed #....get your facts straight,1
34120,@USER CORRECTION: The Liberals won a false-majority on the backs of a lot of close races – emphasis on “false.” #ElectoralReform,0
25212,@USER Conservatives *lied*!?!  About their virtues?  This is my shocked face.,0
25913,@USER Did this happen when she played her sister? “Mom!!!! Serena beat me over my head with the tennis racket again.”  “ Now. Now. Mommy will bake you some cookies and tell you how your sister is marginalizing your existence.”,1
57855,... and the RINO speaks... again  Sassy has been one of the most frequent and vocal critics of Trump policies – calling out Trump for his handling of issues ranging from gun control to tariffs   Thinks about quitting ~ don't the door🚪hit you URL #FoxNews,0
84562,@USER Was Al Gore nominated for Supreme Court judge? You conservatives have some nerve.,1
93181,@USER @USER @USER @USER @USER @USER @USER @USER You know you're a racist monkey huh?  I'm sure you know what you are a piece of trash.  I never hear these pieces of horse shit speak the truth only their racist lies.  Bitch boy it's ABOUT THE RACIST COPS KILLING UNARMED BLACK AND BROWN PEOPLE!!  THAT'S THE FACT.  ASS CLOWN!!,1
62815,@USER He always shows dedication at what he does no wonder he is the best URL,0
11944,#Westminster @USER #Tories @USER @USER #Brexit 🇬🇧 @USER #Brexiteers #OutOfTheEU @USER #EU #Brussels #Remoaners #Remainers #Quislings #FBPE #Non-Patriots #Anti-UK #Pro-EU #Traitors #snowflakes #bedwetters #LeftieLuvvieLiberals 😂😂😂😂 URL,0
28645,@USER I am and I'm voting absentee for the first time in a midterm!! #MAGA,0
92000,@USER She is full of it. She will go for it.,0
28515,@USER @USER Why wasn't we given the chance to change our minds for 43years also if we have another vote and you win can we change our minds again or will all changing of minds be banned when you get your way,0
53500,@USER @USER @USER #TrumpDerangementSyndrome Case number 3837252 Wow #liberals got it bad about the same as the #msm,0
25654,@USER David Dennison might know where he is.,0
45643,@USER Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy URL,0
71941,@USER and he took away the constitution from us.  congress refuses to restore it to us why is that?  Article 4 sec 4 was taken away..  and because of that there are NO gun control laws anymore. OBAMA is a STUPID MAN,1
72423,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is cute😊,0
67089,@USER As we now know there were scandals.  They were covered up very well.  That's coming to end.  Slowly but surely.,0
14948,@USER @USER Melting snow flakes,0
50586,@USER BOYCOTT THE ANTI AMERICAN NFL. Football ain't all that anyway.,0
14666,(you are probably wondering why we was frontin about them. I forgot to add that my father told us that their grandparents were coming over to check on us. AND they never did for the whole day but they decided to do it now. So we forgot) We ran as fast as we could to the house 😂 URL,0
56475,@USER @USER Gun control at its finest. If that cop had a gun he wouldn’t have been vulnerable to this thug attack.,0
88014,@USER @USER Yes “If only Antifa would leave the poor Nazis alone” is a statement for the ages...😬,0
28774,#deepstate @USER @USER @USER @USER @USER you are going down! #MAGA #RedWaveRising #redwave #WalkAwayFromDemocrats #WalkAway #WalkAwayMarch  make this viral URL,1
87863,@USER if you ever want a record setting bad election for the liberals in quebec you need to go back to this URL,0
43827,Ain’t got shit  done today,1
58454,@USER @USER Why didn't Kavanaugh need terms? Guilty people: those are the ones that need terms.  Let me clue you in: they're worried that she is going to make a terrible impression and will not be believable. They're trying to manage that concern.,0
41848,@USER Thanks she is sweet. Very very timid skiddish scared of every sound so this hurricane isn't helping her adjust BUT today she started being playful😊,0
74528,@USER @USER Then we'll be talking about gun control! 😉,0
41215,@USER Nonsense people want stricter gun control laws.. Your response is buy more guns. How is that rational debate?,0
46418,"@USER Well, there's that one idiot you keep thinking will show up in your mirror every sundown when you rise again to walk the night in search of carnage to fill the emptiness where your heart &amp; soul used to be. Altho, now ya mention it, lots of other conservatives"" come to mind too.""",1
84699,@USER You like players based on where they line up on offense?   Of course we used him as a returner and receiver der that’s what he is... and yes indeed he lined up at RB I’m glad that made you a fan of his   I’m sorry you expect everyone who responds to you to agree,0
13747,@USER @USER He should be in potters field by now,0
11604,@USER @USER This is going shake the church to the ground!,0
12182,@USER @USER You are sick in the head. This man lost his daughter.,1
30093,@USER You are that mean ass cousin we all hate lol,1
70556,@USER Boycott the NFL,0
42353,@USER Any time liberals think their going to get a win they tune into their head cheerleader. Then they realize the latest bombshell is once again nothing and go back to their miserable existence eating chunky monkey (not racist) and watching Netflix,1
80823,@USER Lol it's funny because it's like gun control....it doesn't work,0
27316,@USER Another child killed by a gun . 💔😢🙏  How can ANYONE not agree that stricter gun control laws are needed in FL? #NotOneMore #GunControlNow,0
49736,@USER @USER @USER @USER @USER @USER &gt;comparing Antifa weaklings to WWII soldiers,1
70286,@USER @USER He is pitiful!  Reason economy is soaring is that he is out of office and President Trump is get rid of his pen and phone regulations!  His legacy is being shattered and he knows it.  His speeches are only about him.  Democrats have no message 😎 vote Republican in November!🇺🇸,0
73082,@USER @USER @USER blocked me also. I don't even know who he is,0
21776,"@USER side note: I'm always amazed when conservatives say Y'know America's X(culture/institution/etc) isn't perfect, but it's better than *the entire rest of the world*"" Like, really Tucker? You've examined every other justice system in the world and determined ours to be the best?""",0
20123,@USER @USER We all know this is another Liberals Corruption!!,1
63414,#WalkAway #MAGA Trump adviser eyes entitlement cuts to plug U.S. budget gaps URL,0
49189,"@USER @USER Agree 100% Jay No wonder FBI back burnered it English appears to be second language high school @ below average use. Also brought attention to being a citizen? 🤔 Contradicted information  throughout high school"" &amp; ""THE attack"" it CAN'T be both. Ford=University=Soros=ANTIFA=Bull""",0
67065,@USER About fifty deaths per weekend caused by guns in Chicago which has very strict gun control laws-,0
22520,@USER If you are prepared to go through the necessary training and background checks then you should be able to carry a concealed firearm.,0
35211,@USER @USER Be safe you fucker,1
42806,@USER Notice that ALL of the homeless are white and American.  That's not by accident.  The state has gone out of its way to displace Americans with by harboring illegal aliens and making taxpayers pay for them.  #MAGA,0
95519,"22 years old and wandering the streets of New York City the big apple from hell and beyond"" and still she is subject to the 'n' word and still other models call her 'n' person of the year and yet she cares but she is more afraid of ""u know who"".""",0
30115,"@USER It's easily digestible content.   There's no need for nuance or to even understand the story.  They can show a picture of an ANTIFA"" and get the base level emotional response their content requires in order to be profitable.""",0
59912,@USER @USER is gross,1
49498,@USER yesterday this happen here😳 So much for gun control when you can't prevent a 2nd grader from bringing a gun to school huh😏 URL,1
34316,@USER He is useless.   I hope he has plenty paper towels. Why can't he act like a grown up???,1
53170,@USER @USER Well she's half right... she is shit,1
10142,@USER He should not have a job after this. But I guess he is the “lap” dog of some bigwig in broadcasting.,1
44915,@USER @USER Both of them.....,0
18677,@USER That's because there are very few conservatives in Congress. They only run as conservatives. They govern as liberals.,0
